DateTime,Value,Type
2015-03-13 1:30:00,23790.8,Lower Low
2015-03-13 2:41:00,23918.75,Higher High
2015-03-16 1:40:00,23711.25,Lower Low
2015-03-17 1:30:00,24089.1,Higher High
2015-03-17 6:07:00,23822.75,Lower Low
2015-03-20 1:40:00,24524.6,Higher High
2015-03-20 7:58:00,24351.5,Lower Low
2015-03-23 2:00:00,24559.8,Higher High
2015-03-23 5:55:00,24436.4,Lower Low
2015-03-24 1:30:00,24490.15,Higher High
2015-03-24 3:21:00,24294.9,Lower Low
2015-03-25 2:48:00,24613.7,Higher High
2015-03-26 1:34:00,24399.8,Lower Low
2015-03-26 2:43:00,24592.05,Higher High
2015-03-27 2:00:00,24420.45,Lower Low
2015-03-31 1:30:00,25103.6,Higher High
2015-03-31 6:25:00,24876.55,Lower Low
2015-04-09 1:41:00,27922.7,Higher High
2015-04-09 2:48:00,26732.2,Lower Low
2015-04-10 1:30:00,27339.95,Higher High
2015-04-10 2:34:00,26812.75,Lower Low
2015-04-13 7:59:00,28032,Higher High
2015-04-14 7:14:00,27483.4,Lower Low
2015-04-15 2:41:00,27808,Higher High
2015-04-15 7:20:00,27442.5,Lower Low
2015-04-17 1:53:00,27969.45,Higher High
2015-04-17 7:18:00,27597.65,Lower Low
2015-04-20 1:30:00,27714.6,Higher High
2015-04-20 6:56:00,26959.75,Lower Low
2015-04-21 7:47:00,27925.4,Higher High
2015-04-22 1:45:00,27727.85,Lower Low
2015-04-23 2:44:00,28213.65,Higher High
2015-04-24 5:17:00,27591.55,Lower Low
2015-04-27 7:01:00,28588.55,Higher High
2015-04-29 2:37:00,28201.75,Lower Low
2015-04-29 5:54:00,28440.5,Higher High
2015-04-30 2:37:00,27997.9,Lower Low
2015-05-04 1:35:00,28343.75,Higher High
2015-05-04 2:09:00,28017.15,Lower Low
2015-05-05 1:43:00,28316.65,Higher High
2015-05-05 6:27:00,27598.15,Lower Low
2015-05-06 3:15:00,28054.7,Higher High
2015-05-07 7:28:00,27207.25,Lower Low
2015-05-08 7:20:00,27652.65,Higher High
2015-05-11 1:45:00,27582.2,Lower Low
2015-05-11 6:50:00,27837.3,Higher High
2015-05-12 7:59:00,27395.9,Lower Low
2015-05-13 3:17:00,27524.85,Higher High
2015-05-13 7:17:00,27191,Lower Low
2015-05-14 1:30:00,27397.7,Higher High
2015-05-14 7:17:00,27192.9,Lower Low
2015-05-15 6:35:00,27928.6,Higher High
2015-05-18 7:02:00,27435.55,Lower Low
2015-05-19 5:03:00,27765.6,Higher High
2015-05-21 2:00:00,27393.3,Lower Low
2015-05-26 1:33:00,28524.6,Higher High
2015-05-27 6:26:00,27982.1,Lower Low
2015-05-28 1:30:00,28071.75,Higher High
2015-05-28 7:19:00,27242.1,Lower Low
2015-05-29 5:44:00,27604.3,Higher High
2015-06-01 1:35:00,27241.9,Lower Low
2015-06-01 6:37:00,27766.35,Higher High
2015-06-02 5:49:00,27348.1,Lower Low
2015-06-04 2:14:00,27854.75,Higher High
2015-06-04 3:36:00,27094.5,Lower Low
2015-06-05 1:36:00,27646.75,Higher High
2015-06-08 2:16:00,27060.2,Lower Low
2015-06-08 6:20:00,27428.6,Higher High
2015-06-09 6:07:00,26971.55,Lower Low
2015-06-10 1:47:00,27116.95,Higher High
2015-06-10 7:20:00,26573.95,Lower Low
2015-06-11 1:32:00,26991.55,Higher High
2015-06-11 2:05:00,26839.4,Lower Low
2015-06-12 7:11:00,27356.55,Higher High
2015-06-15 7:58:00,26841.5,Lower Low
2015-06-16 1:55:00,26892.9,Higher High
2015-06-16 7:59:00,26553,Lower Low
2015-06-16 7:59:00,26585.65,Lower High
2015-06-18 5:06:00,26595.95,Lower Low
2015-06-19 3:06:00,27011.95,Higher High
2015-06-19 7:06:00,26701.7,Lower Low
2015-06-22 7:30:00,27166.55,Higher High
2015-06-23 3:19:00,27008.5,Lower Low
2015-06-24 1:45:00,27470.5,Higher High
2015-06-24 5:30:00,27292.85,Lower Low
2015-06-25 1:38:00,27350.5,Higher High
2015-06-26 6:46:00,26522.4,Lower Low
2015-06-29 1:31:00,26631.55,Higher High
2015-06-30 2:23:00,25885.65,Higher Low
2015-06-30 5:05:00,26470.45,Higher High
2015-07-02 2:05:00,26135.6,Lower Low
2015-07-03 1:35:00,26402.85,Higher High
2015-07-03 7:37:00,25933.1,Lower Low
2015-07-06 1:31:00,26261.55,Higher High
2015-07-06 5:39:00,24750.3,Lower Low
2015-07-07 2:11:00,25439.35,Higher High
2015-07-08 7:24:00,22836.8,Lower Low
2015-07-09 6:14:00,24695.75,Higher High
2015-07-10 1:30:00,24587.75,Lower Low
2015-07-10 6:21:00,25015.2,Higher High
2015-07-13 1:56:00,24596.4,Lower Low
2015-07-13 7:25:00,25275.8,Higher High
2015-07-14 6:12:00,24906.45,Lower Low
2015-07-15 1:30:00,25200.35,Higher High
2015-07-16 1:32:00,24841.1,Lower Low
2015-07-20 2:33:00,25526.2,Higher High
2015-07-20 5:48:00,25298.95,Lower Low
2015-07-21 6:00:00,25634.35,Higher High
2015-07-22 5:11:00,25177.6,Lower Low
2015-07-23 3:26:00,25501,Higher High
2015-07-28 1:32:00,24140.6,Lower Low
2015-07-28 2:59:00,24947.35,Higher High
2015-07-29 5:20:00,24444.45,Lower Low
2015-07-30 1:47:00,24872.7,Higher High
2015-07-31 6:45:00,24467.8,Lower Low
2015-07-31 7:59:00,24661.2,Higher High
2015-08-03 1:35:00,24232.6,Lower Low
2015-08-03 2:19:00,24524.2,Higher High
2015-08-04 2:06:00,24217.75,Lower Low
2015-08-04 6:06:00,24519.35,Higher High
2015-08-05 1:50:00,24420.9,Lower Low
2015-08-05 2:20:00,24582.2,Higher High
2015-08-06 1:48:00,24320.75,Lower Low
2015-08-07 5:05:00,24641.95,Higher High
2015-08-10 1:31:00,24135.6,Lower Low
2015-08-11 1:58:00,24924.1,Higher High
2015-08-12 7:18:00,23826.95,Lower Low
2015-08-13 2:03:00,24133.9,Higher High
2015-08-13 3:20:00,23860.8,Lower Low
2015-08-14 1:36:00,24126.35,Higher High
2015-08-17 2:11:00,23699.8,Lower Low
2015-08-18 1:53:00,24024.4,Higher High
2015-08-18 7:59:00,23465.5,Lower Low
2015-08-19 1:39:00,23586.8,Higher High
2015-08-21 5:15:00,22185.85,Lower Low
2015-08-21 7:34:00,22492.8,Higher High
2015-08-24 5:16:00,21136.45,Lower Low
2015-08-25 2:36:00,21871.4,Higher High
2015-08-25 5:50:00,20865.25,Lower Low
2015-08-26 5:04:00,21686.45,Higher High
2015-08-26 7:59:00,21060.05,Lower Low
2015-08-28 1:30:00,22342.8,Higher High
2015-08-31 3:04:00,21399.6,Lower Low
2015-08-31 7:59:00,21787.5,Higher High
2015-09-02 2:11:00,20771.75,Lower Low
2015-09-02 5:02:00,21288.55,Higher High
2015-09-04 5:32:00,20715,Lower Low
2015-09-07 1:38:00,21056.4,Higher High
2015-09-08 3:35:00,20524.85,Lower Low
2015-09-09 7:38:00,22228.6,Higher High
2015-09-10 7:18:00,21492.05,Lower Low
2015-09-11 2:36:00,21909.85,Higher High
2015-09-14 3:36:00,21441.7,Lower Low
2015-09-15 2:11:00,21634.5,Higher High
2015-09-15 7:53:00,21411.15,Lower Low
2015-09-17 5:13:00,22203.4,Higher High
2015-09-17 6:45:00,21718.7,Lower Low
2015-09-18 2:10:00,22052.15,Higher High
2015-09-21 1:30:00,21590.65,Lower Low
2015-09-22 6:26:00,22111.7,Higher High
2015-09-23 5:12:00,21008.6,Lower Low
2015-09-24 1:35:00,21363.25,Higher High
2015-09-25 3:18:00,20957.95,Lower Low
2015-09-25 7:42:00,21318.35,Higher High
2015-09-29 1:50:00,20368.1,Lower Low
2015-10-05 1:35:00,21980.85,Higher High
2015-10-05 5:51:00,21739.9,Lower Low
2015-10-06 1:30:00,22144.8,Higher High
2015-10-06 6:09:00,21719.25,Lower Low
2015-10-08 1:30:00,22530.35,Higher High
2015-10-08 6:21:00,22201.1,Lower Low
2015-10-09 3:40:00,22807.9,Higher High
2015-10-09 7:53:00,22440.85,Lower Low
2015-10-13 2:04:00,22798.9,Higher High
2015-10-14 1:55:00,22356.55,Lower Low
2015-10-16 1:36:00,23178.15,Higher High
2015-10-19 5:26:00,22913.6,Lower Low
2015-10-19 7:36:00,23100.7,Higher High
2015-10-22 1:30:00,22727.55,Lower Low
2015-10-23 1:33:00,23207.95,Higher High
2015-10-23 1:45:00,23088,Lower Low
2015-10-26 1:30:00,23401.6,Higher High
2015-10-27 3:23:00,22885.2,Lower Low
2015-10-27 7:59:00,23143.9,Higher High
2015-10-28 7:10:00,22923.65,Lower Low
2015-10-29 1:40:00,23050.85,Higher High
2015-10-29 6:50:00,22811.3,Lower Low
2015-10-29 6:50:00,22863.25,Lower High
2015-11-02 7:45:00,22332.7,Lower Low
2015-11-03 1:51:00,22697,Higher High
2015-11-03 7:59:00,22560.15,Lower Low
2015-11-04 2:26:00,23342.1,Higher High
2015-11-05 1:55:00,22960.6,Lower Low
2015-11-05 2:19:00,23180.3,Higher High
2015-11-06 1:49:00,22791.9,Lower Low
2015-11-09 3:19:00,22970.85,Higher High
2015-11-10 7:43:00,22339.65,Lower Low
2015-11-11 3:19:00,22479.5,Higher High
2015-11-11 5:56:00,22324.4,Lower Low
2015-11-12 7:34:00,22981,Higher High
2015-11-16 1:30:00,21966.55,Lower Low
2015-11-17 3:30:00,22497.35,Higher High
2015-11-17 7:59:00,22243.95,Lower Low
2015-11-18 1:30:00,22349.75,Higher High
2015-11-18 7:57:00,22163.25,Lower Low
2015-11-19 2:28:00,22559.1,Higher High
2015-11-20 1:41:00,22412,Lower Low
2015-11-23 3:44:00,22802.75,Higher High
2015-11-24 5:12:00,22433.5,Lower Low
2015-11-24 7:24:00,22629.75,Higher High
2015-11-25 1:46:00,22436,Lower Low
2015-11-26 1:31:00,22787.5,Higher High
2015-11-26 6:35:00,22453.65,Lower Low
2015-11-27 1:30:00,22553.25,Higher High
2015-11-30 1:38:00,21907.35,Lower Low
2015-11-30 6:26:00,22195.25,Higher High
2015-12-01 1:40:00,22143.55,Lower Low
2015-12-01 5:55:00,22477.55,Higher High
2015-12-02 1:58:00,22368.65,Lower Low
2015-12-02 6:48:00,22563.5,Higher High
2015-12-03 1:30:00,22327.45,Lower Low
2015-12-03 6:06:00,22485.25,Higher High
2015-12-04 1:51:00,22108.45,Lower Low
2015-12-07 1:30:00,22352.25,Higher High
2015-12-09 2:17:00,21755.65,Lower Low
2015-12-10 2:01:00,21880.2,Higher High
2015-12-10 7:56:00,21668.1,Lower Low
2015-12-11 1:30:00,21731.4,Higher High
2015-12-14 1:34:00,21010.25,Lower Low
2015-12-14 7:39:00,21378.2,Higher High
2015-12-15 1:31:00,21235.6,Lower Low
2015-12-17 2:17:00,22005.2,Higher High
2015-12-18 1:31:00,21625.8,Lower Low
2015-12-18 3:56:00,21956.5,Higher High
2015-12-21 1:30:00,21651.85,Lower Low
2015-12-21 2:35:00,21871.25,Higher High
2015-12-22 2:01:00,21750.7,Lower Low
2015-12-22 7:59:00,21870.35,Higher High
2015-12-22 7:59:00,21830.2,Higher Low
2015-12-24 1:33:00,22217.45,Higher High
2015-12-28 6:52:00,21880.5,Lower Low
2015-12-30 1:31:00,22114.6,Higher High
2015-12-30 7:59:00,21868,Lower Low
2015-12-31 1:35:00,21970.35,Higher High
2016-01-04 6:20:00,21227.6,Lower Low
2016-01-05 1:50:00,21452.75,Higher High
2016-01-05 6:14:00,21095.9,Lower Low
2016-01-06 1:39:00,21199.65,Higher High
2016-01-07 2:47:00,20323.95,Lower Low
2016-01-08 3:33:00,20596.45,Higher High
2016-01-11 1:34:00,19865.15,Lower Low
2016-01-12 1:49:00,20130.85,Higher High
2016-01-12 7:59:00,19694.95,Lower Low
2016-01-13 2:59:00,20234.8,Higher High
2016-01-14 1:48:00,19509.05,Lower Low
2016-01-14 6:56:00,19893.9,Higher High
2016-01-18 2:45:00,19195.55,Lower Low
2016-01-18 5:31:00,19439.5,Higher High
2016-01-19 2:40:00,19204.2,Lower Low
2016-01-19 7:57:00,19647.75,Higher High
2016-01-20 5:01:00,18833.85,Lower Low
2016-01-21 2:00:00,19238.3,Higher High
2016-01-21 7:59:00,18534.3,Lower Low
2016-01-25 3:15:00,19490.3,Higher High
2016-01-26 7:42:00,18811.8,Lower Low
2016-01-27 1:41:00,19217,Higher High
2016-01-27 5:08:00,18931.3,Lower Low
2016-01-28 2:00:00,19223.6,Higher High
2016-01-28 6:48:00,18982.2,Lower Low
2016-02-01 1:30:00,19766.75,Higher High
2016-02-02 1:31:00,19403.45,Lower Low
2016-02-02 2:52:00,19628.6,Higher High
2016-02-03 1:35:00,18764.8,Lower Low
2016-02-04 2:48:00,19338.4,Higher High
2016-02-04 7:59:00,19166.15,Lower Low
2016-02-05 1:41:00,19397.9,Higher High
2016-02-12 3:00:00,18297.3,Lower Low
2016-02-17 2:25:00,19308.55,Higher High
2016-02-17 7:58:00,18909.05,Lower Low
2016-02-18 1:37:00,19436.4,Higher High
2016-02-18 3:05:00,19266.2,Lower Low
2016-02-19 1:38:00,19342.05,Higher High
2016-02-19 2:09:00,19210.65,Lower Low
2016-02-22 1:42:00,19525,Higher High
2016-02-22 2:27:00,19381.75,Lower Low
2016-02-23 1:30:00,19519.85,Higher High
2016-02-24 5:07:00,19060.15,Lower Low
2016-02-25 1:30:00,19212.45,Higher High
2016-02-25 7:18:00,18867.65,Lower Low
2016-02-26 7:16:00,19436.75,Higher High
2016-02-29 6:34:00,19053.75,Lower Low
2016-03-03 1:59:00,20075,Higher High
2016-03-03 2:56:00,19791.6,Lower Low
2016-03-07 1:38:00,20331.7,Higher High
2016-03-09 1:36:00,19818.4,Lower Low
2016-03-10 1:35:00,20184.23,Higher High
2016-03-11 1:30:00,19853.63,Lower Low
2016-03-14 2:53:00,20512.03,Higher High
2016-03-15 5:35:00,20254.59,Lower Low
2016-03-16 1:30:00,20383.2,Higher High
2016-03-16 5:00:00,20168.74,Lower Low
2016-03-17 1:42:00,20619.34,Higher High
2016-03-17 6:49:00,20435.65,Lower Low
2016-03-21 2:45:00,20772.47,Higher High
2016-03-21 6:14:00,20618.56,Lower Low
2016-03-22 1:30:00,20752.54,Higher High
2016-03-22 3:19:00,20576.8,Lower Low
2016-03-23 1:47:00,20693.48,Higher High
2016-03-29 1:49:00,20250.15,Lower Low
2016-03-31 1:35:00,20872.56,Higher High
2016-03-31 6:19:00,20689.22,Lower Low
2016-04-01 1:30:00,20778.98,Higher High
2016-04-06 1:30:00,20114.41,Lower Low
2016-04-07 1:34:00,20370.52,Higher High
2016-04-08 1:34:00,20045.47,Lower Low
2016-04-08 7:59:00,20370.44,Higher High
2016-04-11 1:33:00,20240.68,Lower Low
2016-04-11 2:57:00,20550.95,Higher High
2016-04-12 1:50:00,20407.82,Lower Low
2016-04-14 1:36:00,21511.08,Higher High
2016-04-14 2:33:00,21266.21,Lower Low
2016-04-15 2:00:00,21423.07,Higher High
2016-04-18 6:11:00,21002.77,Lower Low
2016-04-19 7:45:00,21459.04,Higher High
2016-04-20 5:10:00,21103.34,Lower Low
2016-04-21 6:01:00,21634.74,Higher High
2016-04-22 3:23:00,21358.52,Lower Low
2016-04-25 1:31:00,21430.57,Higher High
2016-04-26 3:22:00,21080.88,Lower Low
2016-04-26 7:59:00,21419.92,Higher High
2016-04-27 1:40:00,21277.03,Lower Low
2016-04-28 2:04:00,21654.07,Higher High
2016-05-05 1:32:00,20342.75,Lower Low
2016-05-05 6:52:00,20534.76,Higher High
2016-05-06 7:12:00,20058.77,Lower Low
2016-05-09 1:30:00,20303.19,Higher High
2016-05-10 1:30:00,19992.74,Lower Low
2016-05-11 1:30:00,20331.91,Higher High
2016-05-11 7:21:00,20008.92,Lower Low
2016-05-12 1:30:00,20083.17,Higher High
2016-05-13 7:08:00,19594.6,Lower Low
2016-05-16 3:02:00,19998.76,Higher High
2016-05-17 2:25:00,19847.69,Lower Low
2016-05-17 7:54:00,20145.77,Higher High
2016-05-19 1:56:00,19646.35,Lower Low
2016-05-19 3:00:00,19793.47,Higher High
2016-05-20 1:30:00,19632,Lower Low
2016-05-23 2:16:00,19955.03,Higher High
2016-05-24 6:06:00,19712.67,Lower Low
2016-05-25 6:29:00,20379.66,Higher High
2016-05-26 2:09:00,20249.96,Lower Low
2016-05-26 7:48:00,20404.73,Higher High
2016-05-27 1:55:00,20290.84,Lower Low
2016-05-27 7:36:00,20620.15,Higher High
2016-05-30 1:36:00,20465.84,Lower Low
2016-05-30 3:27:00,20765.61,Higher High
2016-05-31 1:30:00,20617.5,Lower Low
2016-05-31 6:42:00,20974.72,Higher High
2016-06-02 1:32:00,20680.65,Lower Low
2016-06-03 1:38:00,21049.2,Higher High
2016-06-06 2:46:00,20840.94,Lower Low
2016-06-07 7:30:00,21351.33,Higher High
2016-06-08 1:52:00,21179.94,Lower Low
2016-06-08 6:36:00,21352.37,Higher High
2016-06-13 6:45:00,20430.81,Lower Low
2016-06-14 1:53:00,20537.92,Higher High
2016-06-15 1:30:00,20167.52,Lower Low
2016-06-15 7:26:00,20553.58,Higher High
2016-06-16 6:45:00,19964.36,Lower Low
2016-06-17 1:33:00,20282.04,Higher High
2016-06-17 7:01:00,20090.8,Lower Low
2016-06-20 7:17:00,20551.02,Higher High
2016-06-21 1:32:00,20516.73,Lower Low
2016-06-21 7:59:00,20681.79,Higher High
2016-06-22 1:40:00,20515.25,Lower Low
2016-06-22 7:04:00,20841.51,Higher High
2016-06-23 1:36:00,20753.93,Lower Low
2016-06-24 1:45:00,21034.18,Higher High
2016-06-24 5:03:00,19662.69,Lower Low
2016-06-27 7:30:00,20329.16,Higher High
2016-06-28 1:31:00,19917.82,Lower Low
2016-07-04 3:16:00,21166.02,Higher High
2016-07-06 2:17:00,20304.39,Lower Low
2016-07-07 1:56:00,20731.12,Higher High
2016-07-08 3:34:00,20468.52,Lower Low
2016-07-11 2:46:00,20972.85,Higher High
2016-07-11 2:46:00,20950.75,Higher Low
2016-07-13 1:42:00,21441.23,Higher High
2016-07-14 1:39:00,21242.93,Lower Low
2016-07-14 7:59:00,21579.72,Higher High
2016-07-15 1:54:00,21515.35,Lower Low
2016-07-15 3:00:00,21739.22,Higher High
2016-07-18 2:18:00,21616.16,Lower Low
2016-07-18 7:59:00,21822,Higher High
2016-07-19 2:21:00,21612.6,Lower Low
2016-07-21 6:36:00,22118.23,Higher High
2016-07-22 1:31:00,21832.43,Lower Low
2016-07-25 1:30:00,22048.58,Higher High
2016-07-25 3:39:00,21878.88,Lower Low
2016-07-26 5:46:00,22300.51,Higher High
2016-07-27 5:15:00,21997.88,Lower Low
2016-07-28 2:35:00,22214.73,Higher High
2016-07-28 7:24:00,22053.51,Lower Low
2016-07-29 1:53:00,22152.75,Higher High
2016-07-29 7:55:00,21830.46,Lower Low
2016-08-01 2:34:00,22260.95,Higher High
2016-08-03 3:00:00,21725.38,Lower Low
2016-08-04 1:37:00,21922.42,Higher High
2016-08-04 1:50:00,21788.31,Lower Low
2016-08-08 7:37:00,22503.28,Higher High
2016-08-09 2:38:00,22402.91,Lower Low
2016-08-10 2:31:00,22618.04,Higher High
2016-08-11 1:33:00,22359.92,Lower Low
2016-08-12 1:32:00,22816.75,Higher High
2016-08-12 2:30:00,22704.05,Lower Low
2016-08-16 1:34:00,23084.52,Higher High
2016-08-16 2:00:00,22841.66,Lower Low
2016-08-17 2:25:00,23029.48,Higher High
2016-08-17 7:55:00,22775.86,Lower Low
2016-08-18 3:30:00,23193.9,Higher High
2016-08-18 7:24:00,22976.1,Lower Low
2016-08-19 1:30:00,23148.15,Higher High
2016-08-19 2:42:00,22875.56,Lower Low
2016-08-22 1:35:00,23005.16,Higher High
2016-08-22 3:23:00,22792.42,Lower Low
2016-08-24 1:30:00,23036.07,Higher High
2016-08-24 7:09:00,22702.6,Lower Low
2016-08-26 2:29:00,22997.4,Higher High
2016-08-29 1:45:00,22762.73,Lower Low
2016-08-30 7:15:00,23073.52,Higher High
2016-09-01 1:32:00,22843.42,Lower Low
2016-09-01 7:36:00,23193.03,Higher High
2016-09-02 1:30:00,23152.78,Lower Low
2016-09-05 5:26:00,23688.41,Higher High
2016-09-06 2:01:00,23548.55,Lower Low
2016-09-07 1:45:00,23830.75,Higher High
2016-09-08 1:31:00,23663.59,Lower Low
2016-09-09 5:50:00,24364,Higher High
2016-09-12 7:59:00,23309.8,Lower Low
2016-09-13 1:36:00,23652.41,Higher High
2016-09-13 7:30:00,23196.49,Lower Low
2016-09-14 2:05:00,23371.53,Higher High
2016-09-14 7:48:00,23155.73,Lower Low
2016-09-15 7:26:00,23471.48,Higher High
2016-09-19 1:35:00,23394.94,Lower Low
2016-09-19 5:21:00,23625.92,Higher High
2016-09-20 1:58:00,23397.13,Lower Low
2016-09-20 7:45:00,23556.07,Higher High
2016-09-21 2:15:00,23436.23,Lower Low
2016-09-22 2:39:00,24058.65,Higher High
2016-09-22 5:57:00,23683.58,Lower Low
2016-09-23 2:05:00,23846.72,Higher High
2016-09-26 7:44:00,23276.13,Lower Low
2016-09-27 6:45:00,23646.03,Higher High
2016-09-28 3:04:00,23370.43,Lower Low
2016-09-29 1:35:00,23813.4,Higher High
2016-09-30 7:24:00,23239.35,Lower Low
2016-10-03 1:56:00,23698.31,Higher High
2016-10-03 7:08:00,23500.71,Lower Low
2016-10-04 7:59:00,23675.99,Higher High
2016-10-05 1:30:00,23566.22,Lower Low
2016-10-06 7:19:00,24004.09,Higher High
2016-10-07 7:08:00,23770.14,Lower Low
2016-10-11 1:34:00,24064.5,Higher High
2016-10-12 7:12:00,23267.63,Lower Low
2016-10-13 1:37:00,23347.98,Higher High
2016-10-13 7:59:00,23006.11,Lower Low
2016-10-14 7:23:00,23318.36,Higher High
2016-10-17 2:04:00,22978.01,Lower Low
2016-10-19 1:53:00,23445.57,Higher High
2016-10-19 7:24:00,23234.67,Lower Low
2016-10-20 2:02:00,23500.82,Higher High
2016-10-24 1:43:00,23235.6,Lower Low
2016-10-24 7:32:00,23620.09,Higher High
2016-10-25 1:40:00,23506.64,Lower Low
2016-10-25 7:34:00,23631.34,Higher High
2016-10-27 3:22:00,23002.52,Lower Low
2016-10-28 2:02:00,23157.73,Higher High
2016-10-31 1:35:00,22775.28,Lower Low
2016-11-01 3:20:00,23268.06,Higher High
2016-11-02 7:01:00,22785.35,Lower Low
2016-11-03 2:09:00,22855.01,Higher High
2016-11-04 1:33:00,22587.59,Lower Low
2016-11-04 2:03:00,22771.61,Higher High
2016-11-07 1:31:00,22623.84,Lower Low
2016-11-08 1:30:00,22996.98,Higher High
2016-11-08 2:20:00,22820.39,Lower Low
2016-11-09 1:30:00,23021.91,Higher High
2016-11-09 5:03:00,21957.71,Lower Low
2016-11-10 1:40:00,22918.34,Higher High
2016-11-14 2:05:00,22118.86,Lower Low
2016-11-15 1:41:00,22411.12,Higher High
2016-11-15 2:31:00,22254.09,Lower Low
2016-11-16 1:32:00,22499.4,Higher High
2016-11-17 1:35:00,22114.02,Lower Low
2016-11-17 1:55:00,22367.48,Higher High
2016-11-18 1:45:00,22146.88,Lower Low
2016-11-18 7:32:00,22374.36,Higher High
2016-11-21 1:34:00,22227.8,Lower Low
2016-11-23 1:59:00,22804.26,Higher High
2016-11-24 1:41:00,22487.53,Lower Low
2016-11-24 5:40:00,22647.39,Higher High
2016-11-25 1:31:00,22589.52,Lower Low
2016-11-28 7:01:00,22964.02,Higher High
2016-11-29 1:35:00,22724.59,Lower Low
2016-11-30 1:40:00,22889.48,Higher High
2016-11-30 3:53:00,22755,Lower Low
2016-12-01 2:44:00,23012.28,Higher High
2016-12-02 7:55:00,22559.19,Lower Low
2016-12-05 2:16:00,22628.14,Higher High
2016-12-05 6:21:00,22375.27,Lower Low
2016-12-06 1:32:00,22746.67,Higher High
2016-12-06 2:00:00,22625.32,Lower Low
2016-12-07 1:34:00,22843.01,Higher High
2016-12-07 2:55:00,22708.88,Lower Low
2016-12-08 1:32:00,23076.24,Higher High
2016-12-09 7:28:00,22660.22,Lower Low
2016-12-12 1:47:00,22863.61,Higher High
2016-12-12 7:45:00,22375.58,Lower Low
2016-12-13 1:31:00,22458.42,Higher High
2016-12-13 3:13:00,22292.65,Lower Low
2016-12-14 2:04:00,22627.6,Higher High
2016-12-16 1:43:00,21965.68,Lower Low
2016-12-16 2:37:00,22155.15,Higher High
2016-12-19 3:11:00,21786.56,Lower Low
2016-12-20 1:35:00,21873.57,Higher High
2016-12-20 6:31:00,21667.18,Lower Low
2016-12-21 7:25:00,21910.4,Higher High
2016-12-23 3:01:00,21491.83,Lower Low
2016-12-23 7:54:00,21601.07,Higher High
2016-12-28 2:09:00,21488.82,Lower Low
2016-12-28 7:49:00,21811.97,Higher High
2016-12-29 1:30:00,21587.07,Lower Low
2016-12-30 5:28:00,22069.62,Higher High
2017-01-03 1:36:00,21883.82,Lower Low
2017-01-04 1:52:00,22228.07,Higher High
2017-01-04 6:30:00,22076.63,Lower Low
2017-01-06 1:33:00,22605.66,Higher High
2017-01-06 7:18:00,22445.77,Lower Low
2017-01-09 1:55:00,22626.43,Higher High
2017-01-09 2:31:00,22476.35,Lower Low
2017-01-12 1:40:00,22971.49,Higher High
2017-01-12 6:30:00,22751.67,Lower Low
2017-01-13 1:53:00,22971.45,Higher High
2017-01-16 6:32:00,22657.35,Lower Low
2017-01-18 2:29:00,23151.75,Higher High
2017-01-20 2:18:00,22858.25,Lower Low
2017-01-23 2:21:00,23068.08,Higher High
2017-01-23 6:28:00,22861.28,Lower Low
2017-01-24 5:23:00,22986.45,Higher High
2017-01-25 5:24:00,22961.38,Lower Low
2017-01-26 7:58:00,23386.41,Higher High
2017-01-27 1:31:00,23307.05,Lower Low
2017-01-27 3:57:00,23397.09,Higher High
2017-02-01 2:09:00,23082.61,Lower Low
2017-02-02 1:36:00,23439.02,Higher High
2017-02-02 5:45:00,23131.36,Lower Low
2017-02-03 1:30:00,23226.92,Higher High
2017-02-03 2:35:00,22997.46,Lower Low
2017-02-06 7:48:00,23347.99,Higher High
2017-02-07 1:32:00,23256.68,Lower Low
2017-02-07 2:08:00,23403.6,Higher High
2017-02-08 2:05:00,23160.99,Lower Low
2017-02-09 2:28:00,23644.64,Higher High
2017-02-09 6:04:00,23489.65,Lower Low
2017-02-10 1:35:00,23718.48,Higher High
2017-02-10 7:57:00,23573.85,Lower Low
2017-02-13 3:21:00,23751.92,Higher High
2017-02-14 1:52:00,23614.47,Lower Low
2017-02-16 1:30:00,24161.4,Higher High
2017-02-16 1:57:00,23969.57,Lower Low
2017-02-17 1:30:00,24106.34,Higher High
2017-02-17 6:00:00,23944.68,Lower Low
2017-02-21 1:38:00,24213.65,Higher High
2017-02-21 7:44:00,23909.15,Lower Low
2017-02-23 1:41:00,24216.53,Higher High
2017-02-23 2:18:00,24046.91,Lower Low
2017-02-24 1:30:00,24121.91,Higher High
2017-02-27 1:38:00,23822.88,Lower Low
2017-02-27 3:10:00,24067.68,Higher High
2017-02-28 7:21:00,23745.42,Lower Low
2017-03-01 1:30:00,23857.28,Higher High
2017-03-01 1:40:00,23730.05,Lower Low
2017-03-02 1:30:00,24080.87,Higher High
2017-03-03 7:29:00,23511.6,Lower Low
2017-03-06 1:40:00,23691.06,Higher High
2017-03-06 2:20:00,23574.27,Lower Low
2017-03-07 2:15:00,23728,Higher High
2017-03-08 1:36:00,23563.14,Lower Low
2017-03-08 3:30:00,23816.23,Higher High
2017-03-09 6:17:00,23456.06,Lower Low
2017-03-10 1:43:00,23603.77,Higher High
2017-03-10 3:21:00,23438.85,Lower Low
2017-03-14 1:44:00,23918.12,Higher High
2017-03-15 1:31:00,23645.51,Lower Low
2017-03-17 1:34:00,24385.82,Higher High
